consent_id,patient_id,nhs_number,consent_type,consent_given,recorded_date,recorded_by,consent_expiry_date,created_at,updated_at
4baf76e3-825a-49dc-b3d8-8492adfd653c,33218d4d-db1b-461e-95b6-b27c7fb9d96b,557-566-9290,Data Processing for Medical Care,True,2024-06-19,Dean Power,2026-06-19,2024-06-19 00:00:00,2024-06-19 00:00:00
a11d24f4-83ff-45bd-87b8-c7fb778ca504,33218d4d-db1b-461e-95b6-b27c7fb9d96b,557-566-9290,Share Data with Other NHS Trusts,True,2024-05-07,Elizabeth Jones,2026-05-07,2024-05-07 00:00:00,2024-05-07 00:00:00
007ba1ba-be98-4f02-a85f-bc7e75b9fbea,33218d4d-db1b-461e-95b6-b27c7fb9d96b,557-566-9290,Research Use of Anonymized Data,True,2024-07-19,Denise Holmes,2026-07-19,2024-07-19 00:00:00,2024-07-19 00:00:00
559aa91f-8830-43f4-919f-af0f4c210b56,33218d4d-db1b-461e-95b6-b27c7fb9d96b,557-566-9290,Contact for Clinical Trials,False,2024-07-08,Mr Ben Fletcher,2026-07-08,2024-07-08 00:00:00,2024-07-08 00:00:00
55e6ef84-ba19-46e4-aa66-047ee2cdaaa2,33218d4d-db1b-461e-95b6-b27c7fb9d96b,557-566-9290,Receive Health Newsletters,False,2024-09-12,Jeremy Carr,2026-09-12,2024-09-12 00:00:00,2024-09-12 00:00:00
08e15513-cbd1-440e-bf53-71d263b92f7e,4280b71e-fbc8-46bc-b3b3-e718e83c9067,556-702-3524,Data Processing for Medical Care,True,2025-01-07,Katherine Wong,2027-01-07,2025-01-07 00:00:00,2025-01-07 00:00:00
4cc99a33-73e2-4031-a3ec-97449b077a1f,4280b71e-fbc8-46bc-b3b3-e718e83c9067,556-702-3524,Share Data with Other NHS Trusts,True,2024-09-27,Ricky Mahmood,2026-09-27,2024-09-27 00:00:00,2024-09-27 00:00:00
d5abe4bf-0548-4952-af05-bf2e4719b90d,4280b71e-fbc8-46bc-b3b3-e718e83c9067,556-702-3524,Research Use of Anonymized Data,False,2024-10-23,Anna Glover,2026-10-23,2024-10-23 00:00:00,2024-10-23 00:00:00
5d4b28e1-dfeb-4e34-b954-52fbfd894b25,4280b71e-fbc8-46bc-b3b3-e718e83c9067,556-702-3524,Contact for Clinical Trials,False,2024-05-02,Mrs Ruth Bennett,2026-05-02,2024-05-02 00:00:00,2024-05-02 00:00:00
1656f692-0176-47f2-ae80-dd3088e65bbf,4280b71e-fbc8-46bc-b3b3-e718e83c9067,556-702-3524,Receive Health Newsletters,False,2024-10-10,Katie Day-Hart,2026-10-10,2024-10-10 00:00:00,2024-10-10 00:00:00
f217a833-180d-4fa6-8d9e-5941b1aa63ea,a4af7db3-c7b5-48d6-a356-086502bbbb29,717-158-7745,Data Processing for Medical Care,False,2024-12-10,Phillip Gardiner,2026-12-10,2024-12-10 00:00:00,2024-12-10 00:00:00
4880c9f5-a387-4319-8353-f1fcc0782e8c,a4af7db3-c7b5-48d6-a356-086502bbbb29,717-158-7745,Share Data with Other NHS Trusts,True,2024-11-25,Mr Ross Howarth,2026-11-25,2024-11-25 00:00:00,2024-11-25 00:00:00
72b67c58-7a95-4306-b82b-217b4d4fd42b,a4af7db3-c7b5-48d6-a356-086502bbbb29,717-158-7745,Research Use of Anonymized Data,False,2025-03-07,Daniel Coates,2027-03-07,2025-03-07 00:00:00,2025-03-07 00:00:00
a5c314f7-ffd7-406a-be76-ea9fb285511b,a4af7db3-c7b5-48d6-a356-086502bbbb29,717-158-7745,Contact for Clinical Trials,False,2024-07-23,Duncan Rose,2026-07-23,2024-07-23 00:00:00,2024-07-23 00:00:00
7bb496e0-65cb-410c-8ad8-55470be4f282,a4af7db3-c7b5-48d6-a356-086502bbbb29,717-158-7745,Receive Health Newsletters,True,2024-12-12,Shane Shaw,2026-12-12,2024-12-12 00:00:00,2024-12-12 00:00:00
9863cf99-fa67-4edd-96c8-a2c699199f9a,6d121daf-13ec-4759-9116-2c2279a500fe,703-249-2075,Data Processing for Medical Care,True,2025-04-02,Gillian Thomas,2027-04-02,2025-04-02 00:00:00,2025-04-02 00:00:00
fa86e4af-c69e-45d1-b0ad-dd2f34f9696f,6d121daf-13ec-4759-9116-2c2279a500fe,703-249-2075,Share Data with Other NHS Trusts,False,2024-08-10,Allan Stanley,2026-08-10,2024-08-10 00:00:00,2024-08-10 00:00:00
29f4062e-1d22-4c6a-aeff-a1848d7c3a71,6d121daf-13ec-4759-9116-2c2279a500fe,703-249-2075,Research Use of Anonymized Data,True,2024-09-26,Paige Davies,2026-09-26,2024-09-26 00:00:00,2024-09-26 00:00:00
2b6c01fa-7659-49cf-b155-993ee4a1c4dc,6d121daf-13ec-4759-9116-2c2279a500fe,703-249-2075,Contact for Clinical Trials,True,2025-04-27,Mr Shane Cooper,2027-04-27,2025-04-27 00:00:00,2025-04-27 00:00:00
f1a368a4-2af4-442c-8aac-7d98815b4ba9,6d121daf-13ec-4759-9116-2c2279a500fe,703-249-2075,Receive Health Newsletters,False,2025-04-11,Liam Hart,2027-04-11,2025-04-11 00:00:00,2025-04-11 00:00:00
c3191362-c08c-466c-8078-ae5e6246b34c,0b7faa3c-756f-4780-bcf0-eed10652863a,752-276-5224,Data Processing for Medical Care,True,2024-08-15,Helen Tucker-Lee,2026-08-15,2024-08-15 00:00:00,2024-08-15 00:00:00
a5626795-5f46-46a3-beeb-9d866fd90694,0b7faa3c-756f-4780-bcf0-eed10652863a,752-276-5224,Share Data with Other NHS Trusts,True,2024-11-11,Antony Harris,2026-11-11,2024-11-11 00:00:00,2024-11-11 00:00:00
ab580985-c7cb-4818-95c8-dc9e8fe0856d,0b7faa3c-756f-4780-bcf0-eed10652863a,752-276-5224,Research Use of Anonymized Data,False,2024-09-01,Elliott Adams,2026-09-01,2024-09-01 00:00:00,2024-09-01 00:00:00
89dc5b28-a9e4-4b96-ba3f-5be91b2db605,0b7faa3c-756f-4780-bcf0-eed10652863a,752-276-5224,Contact for Clinical Trials,False,2025-01-15,Ms Elizabeth Ellis,2027-01-15,2025-01-15 00:00:00,2025-01-15 00:00:00
12f59b47-46e1-423a-bf9d-0cd9d915266b,0b7faa3c-756f-4780-bcf0-eed10652863a,752-276-5224,Receive Health Newsletters,False,2024-08-03,Ms Stephanie Leonard,2026-08-03,2024-08-03 00:00:00,2024-08-03 00:00:00
b6df1e18-17bc-44b0-a23e-30041d3d64f5,2930bb24-6067-4b6b-b312-286aa0903d12,575-896-4633,Data Processing for Medical Care,True,2024-07-28,Alexandra Green,2026-07-28,2024-07-28 00:00:00,2024-07-28 00:00:00
ae6aff64-cd5b-4c32-9c9a-ea31dd53e80e,2930bb24-6067-4b6b-b312-286aa0903d12,575-896-4633,Share Data with Other NHS Trusts,False,2024-12-05,Maria Mills,2026-12-05,2024-12-05 00:00:00,2024-12-05 00:00:00
2bb2f7bc-f263-451c-a0de-1eab9e36f72a,2930bb24-6067-4b6b-b312-286aa0903d12,575-896-4633,Research Use of Anonymized Data,False,2025-03-10,Joyce O'Brien,2027-03-10,2025-03-10 00:00:00,2025-03-10 00:00:00
41b90462-c37d-4e30-974a-62865708b216,2930bb24-6067-4b6b-b312-286aa0903d12,575-896-4633,Contact for Clinical Trials,True,2024-11-25,Rosie Barnes-Chambers,2026-11-25,2024-11-25 00:00:00,2024-11-25 00:00:00
ad3ca37e-3106-4273-b3db-e8b7413d33f0,2930bb24-6067-4b6b-b312-286aa0903d12,575-896-4633,Receive Health Newsletters,False,2024-05-05,Katie Gibson,2026-05-05,2024-05-05 00:00:00,2024-05-05 00:00:00
e207aa6b-0755-4153-a41e-72fc03f92cf3,267fd393-da77-4f21-9bf7-8e25b8e879d0,632-195-2972,Data Processing for Medical Care,True,2024-09-23,Harry Harper-Hale,2026-09-23,2024-09-23 00:00:00,2024-09-23 00:00:00
5f114d08-c4ee-4a8f-b4bd-a86d025b0ba1,267fd393-da77-4f21-9bf7-8e25b8e879d0,632-195-2972,Share Data with Other NHS Trusts,True,2024-05-16,Lee Ferguson,2026-05-16,2024-05-16 00:00:00,2024-05-16 00:00:00
8c91b326-2c48-4fc3-a5d2-e1e256b7ae70,267fd393-da77-4f21-9bf7-8e25b8e879d0,632-195-2972,Research Use of Anonymized Data,False,2025-03-14,Kelly Rees,2027-03-14,2025-03-14 00:00:00,2025-03-14 00:00:00
9c62b105-1040-4d15-a449-583984850869,267fd393-da77-4f21-9bf7-8e25b8e879d0,632-195-2972,Contact for Clinical Trials,False,2025-02-14,Ms Ann Sutton,2027-02-14,2025-02-14 00:00:00,2025-02-14 00:00:00
8642c7bc-a2b6-4638-876e-d171012fd3dd,267fd393-da77-4f21-9bf7-8e25b8e879d0,632-195-2972,Receive Health Newsletters,False,2024-10-16,Lisa Turner,2026-10-16,2024-10-16 00:00:00,2024-10-16 00:00:00
2cf9ee2d-911e-4ecd-8952-2c7bda8407db,32cdf292-b73e-4442-844b-9b59778adf43,512-947-8963,Data Processing for Medical Care,True,2024-08-09,Glenn Hill,2026-08-09,2024-08-09 00:00:00,2024-08-09 00:00:00
eb3c6f4f-fd39-466b-96da-ad0154a1ada2,32cdf292-b73e-4442-844b-9b59778adf43,512-947-8963,Share Data with Other NHS Trusts,False,2025-02-13,Anne Brennan,2027-02-13,2025-02-13 00:00:00,2025-02-13 00:00:00
a01569de-4d3a-46af-8d9a-512d6adc945b,32cdf292-b73e-4442-844b-9b59778adf43,512-947-8963,Research Use of Anonymized Data,True,2024-08-23,Jeffrey Cook,2026-08-23,2024-08-23 00:00:00,2024-08-23 00:00:00
4cea5284-f080-4133-82a8-f30589d46365,32cdf292-b73e-4442-844b-9b59778adf43,512-947-8963,Contact for Clinical Trials,True,2024-08-18,Elliott Cooper,2026-08-18,2024-08-18 00:00:00,2024-08-18 00:00:00
86016aec-98e5-42c4-8b91-33fe64371bc0,32cdf292-b73e-4442-844b-9b59778adf43,512-947-8963,Receive Health Newsletters,True,2024-08-11,Laura Banks,2026-08-11,2024-08-11 00:00:00,2024-08-11 00:00:00
a873a61b-2f25-4006-aaad-557a985a78e2,0f425f6d-c4c0-4607-bd61-d941f16b161b,990-245-9238,Data Processing for Medical Care,True,2025-04-04,Mr Victor Smith,2027-04-04,2025-04-04 00:00:00,2025-04-04 00:00:00
20baca8e-a724-40af-ae4c-b8651094829c,0f425f6d-c4c0-4607-bd61-d941f16b161b,990-245-9238,Share Data with Other NHS Trusts,False,2024-05-30,Dr Marion Reynolds,2026-05-30,2024-05-30 00:00:00,2024-05-30 00:00:00
424e2a34-0856-4fd7-92da-20c2d9aa5455,0f425f6d-c4c0-4607-bd61-d941f16b161b,990-245-9238,Research Use of Anonymized Data,False,2024-10-24,Frank Iqbal,2026-10-24,2024-10-24 00:00:00,2024-10-24 00:00:00
e73661cc-7db5-4211-840b-f29a213d3d5e,0f425f6d-c4c0-4607-bd61-d941f16b161b,990-245-9238,Contact for Clinical Trials,True,2024-06-24,Duncan Lewis,2026-06-24,2024-06-24 00:00:00,2024-06-24 00:00:00
d99cc23c-2b98-4e22-8852-34a4115e3fe0,0f425f6d-c4c0-4607-bd61-d941f16b161b,990-245-9238,Receive Health Newsletters,False,2024-10-05,Dr Declan Jackson,2026-10-05,2024-10-05 00:00:00,2024-10-05 00:00:00
945afe50-d133-45a8-8616-ba80f0a8331e,7ac8eebc-f4d8-4dc4-be3d-7358c52c12fc,549-640-4240,Data Processing for Medical Care,True,2024-08-22,James Hayes-Reid,2026-08-22,2024-08-22 00:00:00,2024-08-22 00:00:00
6da09ed2-1df0-4a9c-b65f-6cd1b3ca4fb0,7ac8eebc-f4d8-4dc4-be3d-7358c52c12fc,549-640-4240,Share Data with Other NHS Trusts,False,2025-04-14,Dr Georgia Fisher,2027-04-14,2025-04-14 00:00:00,2025-04-14 00:00:00
e5b2bd2e-b3f3-4d6d-a411-0ef4f2a2679e,7ac8eebc-f4d8-4dc4-be3d-7358c52c12fc,549-640-4240,Research Use of Anonymized Data,True,2024-05-07,Dr Alison Newton,2026-05-07,2024-05-07 00:00:00,2024-05-07 00:00:00
a51e19b9-47eb-4dd4-99a0-dd1b8fc4974f,7ac8eebc-f4d8-4dc4-be3d-7358c52c12fc,549-640-4240,Contact for Clinical Trials,True,2024-10-28,Gary Kerr,2026-10-28,2024-10-28 00:00:00,2024-10-28 00:00:00
c94d1c71-7cf6-4409-a869-6a8c6602beff,7ac8eebc-f4d8-4dc4-be3d-7358c52c12fc,549-640-4240,Receive Health Newsletters,True,2025-02-04,Laura Johnson,2027-02-04,2025-02-04 00:00:00,2025-02-04 00:00:00
1f59ba53-c73f-4336-9107-76cb2ae7fe11,147a0962-3165-4e82-a21e-53c85a43be69,627-431-2105,Data Processing for Medical Care,True,2024-09-04,Maurice Cook,2026-09-04,2024-09-04 00:00:00,2024-09-04 00:00:00
21c91443-6a65-4d59-8fbe-19a685fea0c9,147a0962-3165-4e82-a21e-53c85a43be69,627-431-2105,Share Data with Other NHS Trusts,False,2025-02-12,Henry Macdonald,2027-02-12,2025-02-12 00:00:00,2025-02-12 00:00:00
4e648307-58b3-4380-8d9f-fbd6057033c3,147a0962-3165-4e82-a21e-53c85a43be69,627-431-2105,Research Use of Anonymized Data,False,2024-06-24,Gerard Ford,2026-06-24,2024-06-24 00:00:00,2024-06-24 00:00:00
0a5932a7-e25b-4b02-bdfa-83349ff458f5,147a0962-3165-4e82-a21e-53c85a43be69,627-431-2105,Contact for Clinical Trials,False,2025-04-09,Karen Wilson,2027-04-09,2025-04-09 00:00:00,2025-04-09 00:00:00
24375cd1-689f-4aee-be71-af0f68656915,147a0962-3165-4e82-a21e-53c85a43be69,627-431-2105,Receive Health Newsletters,False,2024-11-17,Elliot Smith,2026-11-17,2024-11-17 00:00:00,2024-11-17 00:00:00
919a383b-b002-4c53-b152-eb256e271eb7,3e3eba14-17e3-4090-9cae-2bc96f364624,528-716-4276,Data Processing for Medical Care,True,2024-09-08,Toby Allen,2026-09-08,2024-09-08 00:00:00,2024-09-08 00:00:00
75a7ef27-07cd-44c6-a58c-6629986d4dd9,3e3eba14-17e3-4090-9cae-2bc96f364624,528-716-4276,Share Data with Other NHS Trusts,True,2024-12-06,Dr Carol Harrison,2026-12-06,2024-12-06 00:00:00,2024-12-06 00:00:00
f1a51070-86ae-4663-8877-7556b9ef21d0,3e3eba14-17e3-4090-9cae-2bc96f364624,528-716-4276,Research Use of Anonymized Data,True,2024-12-21,Neil Jackson-Wyatt,2026-12-21,2024-12-21 00:00:00,2024-12-21 00:00:00
774e6959-5bae-45b9-b07a-e9078485e5c3,3e3eba14-17e3-4090-9cae-2bc96f364624,528-716-4276,Contact for Clinical Trials,False,2024-10-06,Richard Smith,2026-10-06,2024-10-06 00:00:00,2024-10-06 00:00:00
6d519ca4-b35f-48a4-b009-41f61d216647,3e3eba14-17e3-4090-9cae-2bc96f364624,528-716-4276,Receive Health Newsletters,False,2024-08-24,Maria Herbert,2026-08-24,2024-08-24 00:00:00,2024-08-24 00:00:00
e8cef6b3-f750-4860-8d6c-72d54a3dacda,b513eabe-aada-4ca5-9eac-ce45ad77f35f,410-355-6753,Data Processing for Medical Care,True,2024-11-11,Ms Kelly Charlton,2026-11-11,2024-11-11 00:00:00,2024-11-11 00:00:00
adbc5419-4f31-46f1-829c-dd159fdf668c,b513eabe-aada-4ca5-9eac-ce45ad77f35f,410-355-6753,Share Data with Other NHS Trusts,True,2024-12-29,Antony Robinson,2026-12-29,2024-12-29 00:00:00,2024-12-29 00:00:00
096ec26a-a49a-4bf4-8b94-bc828bccdd54,b513eabe-aada-4ca5-9eac-ce45ad77f35f,410-355-6753,Research Use of Anonymized Data,False,2025-01-12,Dr Stephanie Sullivan,2027-01-12,2025-01-12 00:00:00,2025-01-12 00:00:00
9f956a73-9b53-42c6-909a-e05184ee3a32,b513eabe-aada-4ca5-9eac-ce45ad77f35f,410-355-6753,Contact for Clinical Trials,True,2025-01-18,Miss Jennifer Davis,2027-01-18,2025-01-18 00:00:00,2025-01-18 00:00:00
5968f44e-b5b6-454f-9be9-857b5459fdc9,b513eabe-aada-4ca5-9eac-ce45ad77f35f,410-355-6753,Receive Health Newsletters,False,2024-11-12,Mr Brandon Holmes,2026-11-12,2024-11-12 00:00:00,2024-11-12 00:00:00
8195e384-0374-4fa0-b8ac-470f1317c41a,e871ce78-31a5-4507-aefb-448f339c5c5a,936-613-5746,Data Processing for Medical Care,True,2024-09-07,Kelly Wong-West,2026-09-07,2024-09-07 00:00:00,2024-09-07 00:00:00
cd2021f4-e5ee-44b0-b1ad-8af08d82a174,e871ce78-31a5-4507-aefb-448f339c5c5a,936-613-5746,Share Data with Other NHS Trusts,False,2024-12-25,Rachael Gardner,2026-12-25,2024-12-25 00:00:00,2024-12-25 00:00:00
c6b7824a-c4dc-46e1-9ad3-82737de2d44f,e871ce78-31a5-4507-aefb-448f339c5c5a,936-613-5746,Research Use of Anonymized Data,False,2024-07-15,Mr Brandon Murray,2026-07-15,2024-07-15 00:00:00,2024-07-15 00:00:00
caab7d33-e3ae-4eec-b455-96834ef24da3,e871ce78-31a5-4507-aefb-448f339c5c5a,936-613-5746,Contact for Clinical Trials,True,2025-03-12,Lorraine Morgan,2027-03-12,2025-03-12 00:00:00,2025-03-12 00:00:00
a5e7d022-c308-4247-9175-04ab677e2520,e871ce78-31a5-4507-aefb-448f339c5c5a,936-613-5746,Receive Health Newsletters,True,2024-06-30,Abigail Franklin,2026-06-30,2024-06-30 00:00:00,2024-06-30 00:00:00
56a4a9ee-06ca-4367-9a60-65c9313dc47b,8c5c0818-9a0c-4088-8337-c5e43959e9dc,670-105-3101,Data Processing for Medical Care,True,2025-02-19,Rosie Nicholls-Morris,2027-02-19,2025-02-19 00:00:00,2025-02-19 00:00:00
6a50ad01-4839-4888-ba15-4cb4c26b8786,8c5c0818-9a0c-4088-8337-c5e43959e9dc,670-105-3101,Share Data with Other NHS Trusts,False,2024-07-11,Marcus Cameron-Watson,2026-07-11,2024-07-11 00:00:00,2024-07-11 00:00:00
3c5b63e8-41bd-418e-9f5b-99df98acac57,8c5c0818-9a0c-4088-8337-c5e43959e9dc,670-105-3101,Research Use of Anonymized Data,False,2025-01-26,Trevor Parker,2027-01-26,2025-01-26 00:00:00,2025-01-26 00:00:00
22b20b9f-806d-4fef-9181-b9a828b34d93,8c5c0818-9a0c-4088-8337-c5e43959e9dc,670-105-3101,Contact for Clinical Trials,True,2025-04-14,Jamie Wilson,2027-04-14,2025-04-14 00:00:00,2025-04-14 00:00:00
5f01a8ae-413a-4662-b862-b70b28b74f49,8c5c0818-9a0c-4088-8337-c5e43959e9dc,670-105-3101,Receive Health Newsletters,True,2024-07-20,Lawrence Brown,2026-07-20,2024-07-20 00:00:00,2024-07-20 00:00:00
89b69d6c-4ee4-4e37-8256-f2d4f016647c,7d56f4b9-eb3e-4bcb-a458-5f8eca805cde,704-446-7369,Data Processing for Medical Care,True,2024-05-30,Dr Elliot Mitchell,2026-05-30,2024-05-30 00:00:00,2024-05-30 00:00:00
3ad39744-b3d2-413b-a624-185df8894c90,7d56f4b9-eb3e-4bcb-a458-5f8eca805cde,704-446-7369,Share Data with Other NHS Trusts,False,2024-11-30,Melanie Watson,2026-11-30,2024-11-30 00:00:00,2024-11-30 00:00:00
936550c4-90e1-4c90-8b4d-cbfa5e228439,7d56f4b9-eb3e-4bcb-a458-5f8eca805cde,704-446-7369,Research Use of Anonymized Data,True,2024-11-03,Joan Smith,2026-11-03,2024-11-03 00:00:00,2024-11-03 00:00:00
5cb60517-23b7-44fe-b47d-9c918b6a3b3f,7d56f4b9-eb3e-4bcb-a458-5f8eca805cde,704-446-7369,Contact for Clinical Trials,True,2024-05-23,Miss Sophie Pugh,2026-05-23,2024-05-23 00:00:00,2024-05-23 00:00:00
06185720-9853-47a8-9974-6b157f4a2afe,7d56f4b9-eb3e-4bcb-a458-5f8eca805cde,704-446-7369,Receive Health Newsletters,False,2024-12-13,Eileen Lee,2026-12-13,2024-12-13 00:00:00,2024-12-13 00:00:00
8530c0d1-a0a8-4376-93ea-8e8c43a7c708,c8a7815e-ec88-4346-8a11-2340d4678295,802-504-5794,Data Processing for Medical Care,True,2024-07-05,Megan Richardson-Vaughan,2026-07-05,2024-07-05 00:00:00,2024-07-05 00:00:00
db6e62e8-feaf-4021-87a7-ae939f47f0e6,c8a7815e-ec88-4346-8a11-2340d4678295,802-504-5794,Share Data with Other NHS Trusts,False,2024-06-24,Raymond Mann,2026-06-24,2024-06-24 00:00:00,2024-06-24 00:00:00
24486bd3-a4cd-403e-95bb-4468f57de035,c8a7815e-ec88-4346-8a11-2340d4678295,802-504-5794,Research Use of Anonymized Data,True,2024-12-19,Barbara Iqbal-Norton,2026-12-19,2024-12-19 00:00:00,2024-12-19 00:00:00
6dc54096-8090-483f-a3d2-f8504d5cf844,c8a7815e-ec88-4346-8a11-2340d4678295,802-504-5794,Contact for Clinical Trials,True,2025-03-01,Callum Williams-Walker,2027-03-01,2025-03-01 00:00:00,2025-03-01 00:00:00
50f56f74-9a35-48b5-9f14-b8f0442b1c0f,c8a7815e-ec88-4346-8a11-2340d4678295,802-504-5794,Receive Health Newsletters,True,2025-01-08,Andrea Roberts,2027-01-08,2025-01-08 00:00:00,2025-01-08 00:00:00
62418f9d-9f21-41a9-9f9d-de7687a94353,98917065-6b47-421a-8701-63be91fcb974,837-106-8255,Data Processing for Medical Care,True,2025-03-03,Miss Emily Williams,2027-03-03,2025-03-03 00:00:00,2025-03-03 00:00:00
1d1e0b22-217d-41ba-ac09-f0452afec176,98917065-6b47-421a-8701-63be91fcb974,837-106-8255,Share Data with Other NHS Trusts,False,2024-08-14,Dr Brett Ellis,2026-08-14,2024-08-14 00:00:00,2024-08-14 00:00:00
77ca12e2-ef87-4e52-8fb4-a9e6db7d9be5,98917065-6b47-421a-8701-63be91fcb974,837-106-8255,Research Use of Anonymized Data,True,2025-03-10,Brian Barrett,2027-03-10,2025-03-10 00:00:00,2025-03-10 00:00:00
402ba6d6-bb6a-4ed5-b446-9fa808810c77,98917065-6b47-421a-8701-63be91fcb974,837-106-8255,Contact for Clinical Trials,False,2025-03-16,Terry Moore,2027-03-16,2025-03-16 00:00:00,2025-03-16 00:00:00
a0cb3c57-6429-49c8-ad9f-fede76baff66,98917065-6b47-421a-8701-63be91fcb974,837-106-8255,Receive Health Newsletters,False,2024-05-11,Dr Jamie Robinson,2026-05-11,2024-05-11 00:00:00,2024-05-11 00:00:00
5d6ed8d0-a43e-433d-a4ef-8256e208e668,4515a116-c393-4848-a4f2-4052446d73b3,916-929-3652,Data Processing for Medical Care,False,2025-03-18,Ms Josephine Carey,2027-03-18,2025-03-18 00:00:00,2025-03-18 00:00:00
346a4df8-d74f-4381-beaf-887f4a6c1c76,4515a116-c393-4848-a4f2-4052446d73b3,916-929-3652,Share Data with Other NHS Trusts,True,2024-09-23,Dr Toby Clark,2026-09-23,2024-09-23 00:00:00,2024-09-23 00:00:00
a276fe73-9117-4fc0-9e9e-0ae2cac1ea24,4515a116-c393-4848-a4f2-4052446d73b3,916-929-3652,Research Use of Anonymized Data,True,2025-02-06,Scott Elliott,2027-02-06,2025-02-06 00:00:00,2025-02-06 00:00:00
dd29d247-fa71-433d-8114-6b1ee6128583,4515a116-c393-4848-a4f2-4052446d73b3,916-929-3652,Contact for Clinical Trials,False,2025-02-03,Brett Dean,2027-02-03,2025-02-03 00:00:00,2025-02-03 00:00:00
f0935f31-a103-4989-bc2e-a1aa1dd2b2b6,4515a116-c393-4848-a4f2-4052446d73b3,916-929-3652,Receive Health Newsletters,True,2024-08-11,Brandon O'Connor,2026-08-11,2024-08-11 00:00:00,2024-08-11 00:00:00
110b2c72-5b19-4a52-aae1-1fd34323f3a7,a1147467-3925-44fa-b492-d5cec1090235,707-397-7521,Data Processing for Medical Care,True,2024-08-16,Hayley Whittaker,2026-08-16,2024-08-16 00:00:00,2024-08-16 00:00:00
f2454e00-1136-42a5-a882-e8a6f3a33c9c,a1147467-3925-44fa-b492-d5cec1090235,707-397-7521,Share Data with Other NHS Trusts,True,2024-12-01,Sandra Hancock,2026-12-01,2024-12-01 00:00:00,2024-12-01 00:00:00
15cd53c0-6348-4c27-9eab-2ec844542077,a1147467-3925-44fa-b492-d5cec1090235,707-397-7521,Research Use of Anonymized Data,False,2025-03-16,Mary Finch,2027-03-16,2025-03-16 00:00:00,2025-03-16 00:00:00
0ee2b3f4-ce01-48b4-9204-12171d2f97d1,a1147467-3925-44fa-b492-d5cec1090235,707-397-7521,Contact for Clinical Trials,True,2024-05-28,Gemma Berry,2026-05-28,2024-05-28 00:00:00,2024-05-28 00:00:00
63ae1a69-0496-4ba5-aaf7-eb3f95400ba9,a1147467-3925-44fa-b492-d5cec1090235,707-397-7521,Receive Health Newsletters,True,2024-06-26,Richard Macdonald,2026-06-26,2024-06-26 00:00:00,2024-06-26 00:00:00
fb26544b-8ddc-438d-b2ca-3e6719151a8e,82237a28-9f41-4f2c-9821-47858ff7120b,794-381-2971,Data Processing for Medical Care,True,2024-11-18,Ms Angela Jenkins,2026-11-18,2024-11-18 00:00:00,2024-11-18 00:00:00
b3040245-0fa8-4c84-9ed5-1f64f3a1e106,82237a28-9f41-4f2c-9821-47858ff7120b,794-381-2971,Share Data with Other NHS Trusts,True,2024-11-16,Dean King,2026-11-16,2024-11-16 00:00:00,2024-11-16 00:00:00
1b628dae-7339-4700-b2a1-6293c2471eee,82237a28-9f41-4f2c-9821-47858ff7120b,794-381-2971,Research Use of Anonymized Data,True,2024-11-26,Hannah Schofield,2026-11-26,2024-11-26 00:00:00,2024-11-26 00:00:00
b1f3ef2a-0a11-4fab-ab3c-92ed84f074a6,82237a28-9f41-4f2c-9821-47858ff7120b,794-381-2971,Contact for Clinical Trials,False,2024-10-17,Clare Howard,2026-10-17,2024-10-17 00:00:00,2024-10-17 00:00:00
78cfed1d-2f8f-4568-abb6-742eb1313b2d,82237a28-9f41-4f2c-9821-47858ff7120b,794-381-2971,Receive Health Newsletters,True,2024-10-19,Mr Dylan Ward,2026-10-19,2024-10-19 00:00:00,2024-10-19 00:00:00
6ffdd0d0-3c1e-4ca2-a15d-292bc1b12a97,2a5e0544-f7bb-4f32-8117-351224171333,912-669-3119,Data Processing for Medical Care,True,2025-03-21,Dr Jeffrey Hewitt,2027-03-21,2025-03-21 00:00:00,2025-03-21 00:00:00
699ee2d6-a173-4766-bfb8-3c92984d0d3e,2a5e0544-f7bb-4f32-8117-351224171333,912-669-3119,Share Data with Other NHS Trusts,True,2025-03-29,Dawn Butler,2027-03-29,2025-03-29 00:00:00,2025-03-29 00:00:00
f73e5067-b0ac-487b-a5ee-4dcc6342ed6b,2a5e0544-f7bb-4f32-8117-351224171333,912-669-3119,Research Use of Anonymized Data,False,2024-05-09,Glenn Bennett,2026-05-09,2024-05-09 00:00:00,2024-05-09 00:00:00
8adcc755-6b5f-41cb-813b-02dd2e4d559e,2a5e0544-f7bb-4f32-8117-351224171333,912-669-3119,Contact for Clinical Trials,False,2024-05-30,Ms Natalie Byrne,2026-05-30,2024-05-30 00:00:00,2024-05-30 00:00:00
0efd3797-87a5-4c22-a28c-9dbf084f639b,2a5e0544-f7bb-4f32-8117-351224171333,912-669-3119,Receive Health Newsletters,True,2025-01-18,Angela Foster,2027-01-18,2025-01-18 00:00:00,2025-01-18 00:00:00
44c4082a-c9e1-42f2-bd45-c9560c98d95c,fab22935-9944-494a-94cf-12234cc5a295,629-319-7909,Data Processing for Medical Care,True,2024-06-22,Trevor Hall,2026-06-22,2024-06-22 00:00:00,2024-06-22 00:00:00
1d526273-a484-4d4d-b860-c235cfa55c95,fab22935-9944-494a-94cf-12234cc5a295,629-319-7909,Share Data with Other NHS Trusts,True,2024-05-30,Mary Jones,2026-05-30,2024-05-30 00:00:00,2024-05-30 00:00:00
