patient_id,nhs_number,first_name,last_name,date_of_birth,gender,address,postcode,phone_number,email,blood_type,registered_gp,emergency_contact,emergency_contact_phone,created_at,updated_at
d6aad68a-e224-49ea-adfe-869aa130e926,802-273-5451,Jade,Rice,1979-09-29,Female,"30 Duncan lodge
Bennettland
W67 2XB",TQ8 3ND,+44(0)1614960016,lynnholt@example.com,A+,Hayley Buckley MD,Linda Taylor,+44808 157 0631,2025-04-29 00:50:57,2025-04-29 00:50:57
1d73fd7d-5c40-4961-a5f8-5dc85cac82b5,802-750-6347,Lauren,Quinn,2008-07-18,Female,"Flat 14t
Hunt mews
Stephanieton
W3T 5FB",WD1 1JD,01214960603,kayleigh83@example.com,A-,Clare Austin MD,Dr Janet Owen,+44(0)9098790793,2025-04-29 00:50:57,2025-04-29 00:50:57
0c7248ff-d32d-477a-8dbb-e2d46a579f98,814-462-1926,Craig,Reynolds,1925-02-11,Male,"130 Jeffrey meadow
Michaelmouth
TD5A 4FD",RM3H 5ST,+44(0)1314960528,pmorris@example.org,B+,Ms Marian King MD,Ms Georgia Wilson,(029)2018512,2025-04-29 00:50:57,2025-04-29 00:50:57
68ea3a22-4f62-490c-aef9-47f347d48367,503-528-6966,Wayne,Parsons,1963-09-30,Male,"Flat 36U
Saunders hills
Hardingchester
HP89 3RH",L23 5BA,01632 960078,ktaylor@example.org,B-,James Bond MD,Adrian Richardson,(029) 2018798,2025-04-29 00:50:57,2025-04-29 00:50:57
70a738dc-5ba0-410d-895c-d9e5598ffa76,750-430-6911,Joyce,Edwards,1984-07-11,Female,"30 Nicole island
Lake Clarefort
M8 7EY",G8H 3TX,(0161) 4960599,debra89@example.net,B-,Martyn Lewis-Whittaker MD,Jeffrey Thornton,+4429 2018 0716,2025-04-29 00:50:57,2025-04-29 00:50:57
03ba2dd1-63a6-4392-b710-7eded646d851,543-749-8869,Julia,Lewis,1963-08-03,Female,"Studio 56
Fletcher motorway
Laurenstad
OX51 5QG",WC2 6NZ,0141 496 0722,grahamjones@example.org,AB-,Mr Philip Harding MD,Dr Lindsey Davies,0117 496 0041,2025-04-29 00:50:57,2025-04-29 00:50:57
97000eff-2bad-4d30-b9a2-2b583bb7a2ea,991-190-3439,Aimee,Williams,2024-04-30,Female,"8 Jennifer ways
East Geraldhaven
L0 7FL",B66 2XN,+44(0)1154960220,allan52@example.com,B-,Mrs Mandy James MD,Ms Tracy Hughes,+44(0)141 4960761,2025-04-29 00:50:57,2025-04-29 00:50:57
a92961e0-0732-447d-80c5-cc552d1b403f,590-373-6650,Joyce,Hill,1943-11-23,Female,"816 Jayne lane
South Dean
N2C 6PU",G2C 5TS,0141 496 0032,royturner@example.org,B+,Leigh Smith MD,Vincent Bruce,+441632 960303,2025-04-29 00:50:57,2025-04-29 00:50:57
4a0c584f-b8f2-4932-9e92-9b7c9fa794a3,876-488-6762,Stanley,Robinson,1928-03-24,Male,"29 Doyle mall
Daviesview
HA6P 0SL",G9 6EP,(029) 2018970,xfoster@example.org,A-,Hazel Lawson MD,Dale Patel-Moore,+44(0)141 496 0264,2025-04-29 00:50:57,2025-04-29 00:50:57
fe4f76aa-3b02-49d2-b903-78c0b3c6747b,834-230-8095,Joseph,Woodward,1984-06-04,Male,"Flat 6
Clark trace
Daystad
B23 4XL",SL6P 2NA,0131 496 0875,patrickthomas@example.net,B+,John Cooper MD,Adrian Robinson,+44(0)161 4960128,2025-04-29 00:50:57,2025-04-29 00:50:57
cba77cdd-2d55-46db-bbe5-3f4794d9d2a3,970-526-9424,Geraldine,Thomas,2002-07-15,Female,"Flat 32
Gail fork
Prattstad
DT90 5EU",BL70 4WN,(0909) 8790916,dobsontoby@example.net,AB-,Joshua Adams-Thompson MD,Louis Bishop-Black,(0141) 4960520,2025-04-29 00:50:57,2025-04-29 00:50:57
fad8cb2b-0ad6-46ae-b117-56c76ef1e1f3,943-228-8963,Hannah,Smith,1995-01-05,Female,"785 Scott court
Bowenland
CB02 3AH",NP6A 7YE,(0306) 999 0274,hannah64@example.net,O+,Ms Denise Johnson MD,Stacey Powell,0161 496 0122,2025-04-29 00:50:57,2025-04-29 00:50:57
6ed951ac-6155-4cdf-b807-852b5be62bef,710-725-9305,Owen,Hawkins,1992-07-02,Male,"37 Lorraine locks
Port Lucy
E26 0QP",N61 2NJ,+44(0)1174960415,ocunningham@example.com,B+,Ms Ashleigh Griffiths MD,Steven Higgins,0118 496 0281,2025-04-29 00:50:57,2025-04-29 00:50:57
e2472a6c-72a6-4dcb-a9f6-6504e479c364,403-984-6999,Mark,Smith,1973-04-13,Male,"Studio 58
Bird ranch
Kayborough
M3 1HA",M9T 2HT,0117 4960241,shane39@example.com,O+,Mrs Donna Pearce MD,Stanley Thornton,+44(0)114 4960661,2025-04-29 00:50:57,2025-04-29 00:50:57
80944f9e-3c09-4e4a-b75a-227391c8e7d0,529-727-9492,Rachel,Lamb,1992-12-11,Female,"40 Anne fort
West Paul
M6 1YT",AL6R 8YB,(0118) 4960544,kathleenwest@example.org,AB+,Debra Hudson MD,Cameron Akhtar,+44909 879 0471,2025-04-29 00:50:57,2025-04-29 00:50:57
40c1a845-3acd-4912-93cf-e1792c0c66cf,573-155-6533,Geoffrey,Stewart,2013-07-24,Male,"479 Page spur
Mahmoodbury
G22 5YG",W6 0SD,0117 4960700,jeremy49@example.org,B+,Dr Eric Smith MD,Caroline Knowles,+44(0)1174960953,2025-04-29 00:50:57,2025-04-29 00:50:57
f65272a3-9d75-4f8a-a8fd-c416fd6c6f84,551-573-1340,Gail,Howe,1948-06-06,Female,"Flat 12
Katie tunnel
Lake Luke
B4A 4TY",LS7W 7FN,+441632960368,rhys60@example.net,O+,Graeme Taylor-Scott MD,Dr Annette Jones,+44121 4960282,2025-04-29 00:50:57,2025-04-29 00:50:57
